SNL27	SNL45	SHAM24	SHAM35
3:103784693-103785967|Hipk1|P	108	98	71	67
3:103786278-103786779|Hipk1|P	32	46	26	39
3:103789931-103790385|Hipk1|P	51	21	40	18
3:103793449-103794629|Hipk1|P	121	106	52	54
3:103801565-103802375|Gm15471|P	36	61	59	75
3:103802931-103803314|Gm15471|P	53	56	25	31
3:103803390-103804125|Gm15471|P	71	65	53	58
3:103807998-103808612|Dclre1b|P	52	45	63	34
3:103850945-103851286|Bcl2l15|P	48	39	19	23
3:103858939-103859632|Ptpn22|P	49	49	39	16
3:103859878-103860638|Ptpn22|P	46	74	66	29
3:103874271-103874732|Ptpn22|P	31	40	28	19
3:103922392-103922773|Rsbn1|P	32	48	16	34
3:103927468-103927882|Rsbn1|P	37	38	38	13
3:103951123-103951519|Phtf1|P	26	49	6	35
3:103952191-103952541|Phtf1|P	23	47	24	24
3:103967251-103967697|Phtf1|P	27	30	38	31
3:103968722-103969337|Phtf1|P	34	32	41	48
3:104030982-104031886|Phtf1|P	42	108	63	13
3:104045610-104046258|Phtf1|P	56	75	28	51
3:104227489-104227909|Magi3|P	14	41	27	36
3:104338386-104338725|Magi3|P	15	51	37	27
3:104340061-104340950|Magi3|P	32	72	66	22
3:104341161-104341524|Lrig2|P	31	51	28	30
3:104393042-104393476|Lrig2|P	9	37	51	5
3:104402474-104403688|Lrig2|P	130	117	116	68
3:104403990-104404647|Lrig2|P	29	85	55	56
3:104430886-104431719|Lrig2|P	43	105	52	42
3:104431834-104432570|Lrig2|P	31	58	42	18
3:104458593-104458962|Lrig2|P	26	23	39	29
3:104460160-104460676|Lrig2|P	53	73	44	27
3:104484681-104485259|Lrig2|P	32	46	54	27
3:104500526-104501373|Lrig2|P	87	62	68	59
3:104501802-104502221|Lrig2|P	50	64	70	55
3:104512691-104513029|Lrig2|P	8	39	36	28
3:104518623-104519582|Lrig2|P	57	105	99	63
3:104520002-104520842|Lrig2|P	39	56	65	28
3:104522876-104524152|Lrig2|P	93	156	106	91
3:104636663-104637326|Slc16a1|P	55	65	42	29
3:104649134-104649624|Slc16a1|P	44	58	55	35
3:104655487-104655846|Slc16a1|P	37	54	22	19
3:104669697-104671918|Slc16a1|P	141	208	226	159
3:104674085-104675801|Slc16a1|P	157	137	148	191
3:104706754-104708106|Tafa3|P	100	164	124	107
3:104714402-104714843|Tafa3|P	15	53	37	20
3:104758337-104758865|Tafa3|P	55	72	46	43
3:104777174-104777722|Tafa3|P	57	52	59	29
3:104780426-104782737|Ppm1j|P	278	394	292	211
3:104784742-104785074|Rhoc|P	24	43	15	2
3:104789001-104793399|Rhoc|P	415	512	467	324
3:104793615-104795163|Rhoc|P	100	268	180	211
3:104816864-104817823|Mov10|P	34	93	62	81
3:104818367-104819332|Mov10|P	73	89	77	49
3:104855113-104855508|Capza1|P	40	39	31	23
3:104861087-104861506|Capza1|P	54	48	2	24
3:104862472-104863233|Capza1|P	16	59	76	42
3:104865927-104866300|St7l|P	25	52	31	32
3:104961210-104962665|Wnt2b|P	188	291	237	266
3:104992925-104994840|Wnt2b|P	172	309	231	171
3:104995176-104999143|Wnt2b|P	292	473	285	275
3:104999365-105001692|Wnt2b|P	227	239	217	163
3:105004214-105006073|Wnt2b|P	214	373	257	209
3:105007140-105007664|Wnt2b|P	33	53	17	37
3:105007837-105008780|Cttnbp2nl|P	60	32	50	37
3:105009278-105011989|Cttnbp2nl|P	220	335	267	186
3:105012796-105013951|Cttnbp2nl|P	67	123	81	85
3:105014160-105014864|Cttnbp2nl|P	79	69	101	73
3:105015150-105017736|Cttnbp2nl|P	174	321	222	181
3:105017995-105019153|Cttnbp2nl|P	81	100	123	79
3:105019858-105021012|Cttnbp2nl|P	100	115	90	81
3:105021415-105023306|Cttnbp2nl|P	174	267	181	150
3:105023574-105025142|Cttnbp2nl|P	99	174	128	97
3:105025357-105025797|Cttnbp2nl|P	44	36	42	28
3:105026290-105026609|Cttnbp2nl|P	27	57	32	10
3:105034360-105036374|Cttnbp2nl|P	95	199	88	117
3:105036954-105038497|Cttnbp2nl|P	129	126	112	108
3:105038765-105041497|Cttnbp2nl|P	245	220	296	192
3:105041820-105043505|Cttnbp2nl|P	103	211	128	99
3:105043975-105045697|Cttnbp2nl|P	122	191	178	142
3:105045990-105046755|Cttnbp2nl|P	53	80	52	29
3:105047517-105048236|Cttnbp2nl|P	54	54	67	45
3:105053458-105054304|Cttnbp2nl|P	57	87	80	46
3:105054577-105056238|Cttnbp2nl|P	124	203	146	128
3:105058531-105058930|Cttnbp2nl|P	46	32	41	27
3:105451071-105453566|Kcnd3|P	305	412	380	222
3:105538535-105539457|Kcnd3|P	75	77	88	69
3:105547839-105548592|Kcnd3|P	34	88	72	23
3:105566178-105566809|Kcnd3|P	24	50	23	10
3:105567121-105568149|Kcnd3|P	60	94	52	60
3:105585811-105586188|Ddx20|P	17	61	54	2
3:105688068-105688710|Ddx20|P	60	58	53	13
3:105704825-105705564|Inka2|P	72	93	92	88
3:105709493-105709832|Inka2|P	27	31	28	0
3:105710057-105710787|Inka2|P	30	69	95	61
3:105716286-105717676|Inka2|P	88	148	103	62
3:105720410-105722904|Inka2|P	181	292	170	132
3:105756949-105757207|Rap1a|P	35	8	30	15
3:105757402-105757957|Rap1a|P	26	51	46	25
3:105758815-105759421|Rap1a|P	27	41	37	43
3:105762565-105762959|Rap1a|P	50	35	28	29
3:105763279-105763817|Rap1a|P	81	66	35	43
3:105782460-105782778|Rap1a|P	19	46	43	24
3:105796048-105796565|Rap1a|P	67	38	31	42
3:105797924-105798367|Rap1a|P	30	29	20	8
3:105798520-105799638|Rap1a|P	126	105	125	98
3:105801623-105802193|Rap1a|P	69	71	49	35
3:105802568-105804157|Rap1a|P	138	165	169	140
3:105808479-105808840|Gm5547|P	32	51	39	35
3:105815137-105815532|Gm5547|P	38	40	47	10
3:105815622-105816592|Gm5547|P	113	161	44	81
3:105824061-105824472|Gm5547|P	29	45	17	3
3:105824830-105825239|Gm5547|P	31	38	38	26
3:105825481-105826264|Gm5547|P	55	99	45	38
3:105840189-105840658|Gm5547|P	41	41	44	33
3:105841182-105842459|Gm5547|P	91	136	55	27
3:105857488-105857979|Tmigd3|P	54	65	43	34
3:105861415-105862632|Tmigd3|P	73	134	93	86
3:105864628-105865305|Tmigd3|P	32	81	30	32
3:105867758-105868599|Tmigd3|P	39	70	55	32
3:105877555-105879283|Tmigd3|P	84	160	116	151
3:105890170-105891814|Adora3|P	152	250	105	57
3:105893145-105896351|Adora3|P	324	429	286	284
3:105898857-105899885|Adora3|P	121	192	117	81
3:105900312-105900819|Adora3|P	43	48	21	19
3:105901950-105903359|Adora3|P	107	113	75	34
3:105904860-105905200|Adora3|P	9	34	44	29
3:105906599-105906901|Adora3|P	33	20	17	18
3:105907275-105907986|Adora3|P	72	85	34	50
3:105908178-105910134|Adora3|P	134	169	92	108
3:105910193-105910613|Tmigd3|P	25	38	35	16
3:105912167-105912877|Tmigd3|P	52	57	54	44
3:105913399-105914349|Tmigd3|P	109	105	61	50
3:105914583-105915250|Tmigd3|P	60	99	75	33
3:105926814-105927243|I830077J02Rik|P	55	75	47	42
3:105927409-105928992|I830077J02Rik|P	167	187	148	99
3:105929357-105930148|I830077J02Rik|P	96	132	92	44
3:105959707-105960524|Atp5pb|P	82	108	90	55
3:106001150-106001912|Pifo|P	19	64	32	52
3:106482289-106482836|Dennd2d|P	38	88	63	50
3:106483540-106484237|Dennd2d|P	32	82	42	17
3:106484250-106485377|2010016I18Rik|P	66	109	77	21
3:106485660-106486201|2010016I18Rik|P	45	74	20	20
3:106544191-106545427|Cept1|P	85	79	56	64
3:106551037-106551825|Dram2|P	44	64	44	25
3:106553760-106554547|Dram2|P	41	93	58	73
3:106556495-106557071|Dram2|P	44	74	38	40
3:107035301-107036033|Kcna3|P	81	108	79	52
3:107036634-107038017|Kcna3|P	129	152	170	128
3:107100743-107101218|Kcna2|P	19	53	62	33
3:107101573-107102585|Kcna2|P	80	188	149	77
3:107248571-107249583|Prok1|P	65	90	49	52
3:107250043-107250582|Prok1|P	32	75	42	23
3:107251505-107252863|Prok1|P	83	108	96	56
3:107252919-107253913|Prok1|P	70	125	72	83
3:107257659-107258050|Prok1|P	0	49	29	13
3:107279811-107280574|Lamtor5|P	40	67	58	64
3:107330174-107332677|Rbm15|P	292	462	322	278
3:107357023-107357593|Rbm15|P	50	54	25	49
3:107360537-107361061|Rbm15|P	8	54	31	22
3:107458093-107460556|Kcnc4|P	200	330	327	280
3:107472051-107472423|Kcnc4|P	38	59	19	32
3:107479212-107481588|Slc6a17|P	133	194	125	125
3:107491289-107491873|Slc6a17|P	42	56	54	51
3:107517234-107518411|Slc6a17|P	153	199	187	122
3:107582835-107583330|Alx3|P	54	102	57	85
3:107594851-107595943|Alx3|P	163	207	199	142
3:107596152-107596993|Alx3|P	71	105	111	95
3:107630616-107631239|Strip1|P	32	53	77	55
3:107679798-107680445|Ahcyl1|P	30	58	50	38
3:107681229-107681506|Ahcyl1|P	16	35	36	34
3:107684041-107684600|Ahcyl1|P	31	49	55	51
3:107695085-107695675|Ahcyl1|P	48	71	46	61
3:107705624-107706437|Ahcyl1|P	38	72	55	34
3:107743132-107743448|Csf1|P	7	31	17	41
3:107750604-107751490|Csf1|P	38	94	79	36
3:107757455-107759550|Csf1|P	176	197	181	158
3:107760416-107760989|Csf1|P	47	46	71	54
3:107776171-107776520|Csf1|P	31	31	3	0
3:107777288-107779076|Csf1|P	153	246	134	98
3:107780932-107781720|Csf1|P	32	65	29	49
3:107784790-107785810|Csf1|P	59	106	44	57
3:107787937-107788393|Csf1|P	0	57	34	17
3:107790831-107791198|Csf1|P	35	48	16	27
3:107815957-107816662|Csf1|P	55	60	18	60
3:107818060-107819439|Csf1|P	87	89	95	67
3:107824093-107824570|Eps8l3|P	26	21	35	19
3:107825165-107826042|Eps8l3|P	62	78	43	63
3:107829594-107830144|Eps8l3|P	10	68	31	28
3:107831964-107833590|Eps8l3|P	171	190	167	113
3:107852611-107853305|Eps8l3|P	74	78	43	39
3:107853710-107855912|Eps8l3|P	195	361	190	156
3:107896062-107896403|Gstm5|P	7	55	22	35
3:107939369-107940307|Gstm6|P	68	78	27	24
3:108013422-108013944|Gstm1|P	38	51	52	46
3:108017273-108017821|Gstm1|P	44	76	16	58
3:108018593-108019184|Gstm1|P	51	75	49	36
3:108044028-108044790|Gstm4|P	43	75	69	62
3:108082091-108084351|Ampd2|P	159	237	113	193
3:108084597-108085316|Ampd2|P	103	156	107	89
3:108085814-108086905|Ampd2|P	66	159	132	107
3:108131843-108132818|Gnai3|P	56	85	90	84
3:108138052-108138460|Gnai3|P	26	39	5	38
3:108146544-108146817|Gnai3|P	36	33	30	40
3:108150850-108151504|Gpr61|P	32	58	24	44
3:108186416-108186970|Amigo1|P	34	76	79	48
3:108187194-108187605|Amigo1|P	34	34	44	42
3:108196984-108197833|Cyb561d1|P	44	37	82	77
3:108199302-108199899|Cyb561d1|P	43	68	70	55
3:108201285-108201644|Cyb561d1|P	27	67	51	21
3:108209106-108210184|Atxn7l2|P	95	115	129	94
3:108225905-108227006|Sypl2|P	117	196	142	183
3:108232147-108232686|Sypl2|P	34	32	52	22
3:108258550-108259319|Psma5|P	89	67	51	59
3:108284516-108285837|Sort1|P	78	87	60	94
3:108285907-108287080|Sort1|P	75	100	72	58
3:108287274-108289674|Sort1|P	273	377	263	292
3:108289854-108290456|Sort1|P	40	45	39	42
3:108290946-108292195|Sort1|P	165	186	135	133
3:108294036-108295693|Sort1|P	156	202	138	109
3:108295923-108296582|Sort1|P	78	98	81	81
3:108296869-108297440|Sort1|P	80	100	95	84
3:108297725-108299117|Sort1|P	161	221	148	99
3:108300516-108300949|Sort1|P	33	67	25	44
3:108304920-108305802|Sort1|P	17	100	64	46
3:108305889-108306612|Sort1|P	93	86	52	40
3:108319590-108320256|Sort1|P	40	48	29	57
3:108328458-108328907|Sort1|P	29	41	34	63
3:108330669-108331497|Sort1|P	39	137	60	58
3:108345411-108346054|Sort1|P	56	55	45	15
3:108346416-108346801|Sort1|P	49	41	12	21
3:108347205-108350263|Sort1|P	211	383	191	238
3:108360969-108361252|Mybphl|P	31	35	27	12
3:108363573-108363881|Mybphl|P	55	39	38	23
3:108364226-108365134|Mybphl|P	42	68	83	66
3:108375390-108375970|Gm12522|P	53	104	40	53
3:108381316-108381688|Gm12522|P	17	52	13	37
3:108382371-108384305|Gm12522|P	177	161	205	144
3:108414981-108415992|Celsr2|P	33	137	54	71
3:108423704-108424503|Celsr2|P	31	64	78	85
3:108443092-108444444|Sars|P	71	116	89	35
3:108458793-108459156|Elapor1|P	21	60	25	40
3:108536336-108537023|Elapor1|P	39	90	69	28
3:108554126-108554527|Scarna2|P	46	29	4	1
3:108560824-108561142|Tmem167b|P	32	56	33	27
3:108573556-108574312|Taf13|P	51	89	71	47
3:108591770-108592325|Wdr47|P	40	133	73	27
3:108654662-108655363|Clcc1|P	42	93	48	50
3:108795379-108795945|Stxbp3|P	54	31	34	46
3:108796472-108796840|Stxbp3|P	63	63	10	30
3:108797180-108797713|Stxbp3|P	32	37	45	23
3:108838287-108838723|Stxbp3|P	21	47	44	24
3:108838946-108839393|Stxbp3|P	44	42	9	40
3:108850699-108851448|Fndc7|P	62	66	35	38
3:108851909-108852751|Fndc7|P	77	95	50	17
3:108854821-108856545|Fndc7|P	123	246	115	112
3:108858246-108858761|Fndc7|P	28	65	30	54
3:108877622-108878543|Fndc7|P	83	86	56	46
3:108878856-108879611|Fndc7|P	56	105	64	65
3:108879840-108880282|Fndc7|P	42	46	44	37
3:108880954-108881642|Fndc7|P	52	82	75	29
3:108883076-108884331|Fndc7|P	104	128	78	67
3:108884926-108886069|Fndc7|P	75	78	69	58
3:108886119-108887135|Fndc7|P	52	94	84	30
3:108899743-108900122|Prpf38b|P	30	38	40	28
3:108900308-108901342|Prpf38b|P	102	97	81	71
3:108901458-108901892|Prpf38b|P	12	29	27	10
3:108903580-108904750|Prpf38b|P	92	122	25	29
3:108908286-108908704|Prpf38b|P	23	63	49	19
3:108910289-108910654|Prpf38b|P	28	39	69	51
3:108939980-108940542|Henmt1|P	63	37	1	48
3:108958316-108958734|Henmt1|P	9	25	31	5
3:108990352-108990624|Fam102b|P	13	38	30	32
3:109004736-109005093|Fam102b|P	45	54	33	37
3:109012288-109012838|Fam102b|P	33	72	27	47
3:109016890-109017301|Fam102b|P	28	33	43	26
3:109018527-109019369|Fam102b|P	95	104	85	62
3:109024089-109024743|Fam102b|P	65	113	15	17
3:109025173-109025641|Fam102b|P	25	42	38	33
3:109028352-109029032|Fam102b|P	39	82	63	47
3:109029546-109030216|Fam102b|P	33	46	47	38
3:109032246-109033449|Fam102b|P	46	119	83	58
3:109042087-109042955|Fam102b|P	65	106	56	54
3:109046388-109047410|Fam102b|P	125	163	146	121
3:109047869-109048237|Fam102b|P	58	25	22	23
3:109050508-109051783|Fam102b|P	69	136	75	60
3:109052077-109052545|Fam102b|P	27	44	35	0
3:109122809-109123501|Slc25a24|P	16	100	40	73
3:109238898-109239454|Vav3|P	50	47	38	22
3:109266875-109267528|Vav3|P	33	47	20	24
3:109340024-109341381|Vav3|P	111	198	150	139
3:110142270-110142967|Ntng1|P	65	142	98	101
3:110143521-110144136|Ntng1|P	27	91	51	64
3:110251301-110251634|Prmt6|P	11	41	28	40
3:115641995-115642467|S1pr1|P	19	29	54	21
3:115673507-115674025|S1pr1|P	11	45	47	21
3:115682756-115683503|S1pr1|P	47	83	71	21
3:115688073-115688598|S1pr1|P	63	64	45	29
3:115689706-115690285|S1pr1|P	26	58	14	39
3:115692049-115693962|S1pr1|P	130	165	113	67
3:115696294-115696786|S1pr1|P	30	59	38	40
3:115698036-115698650|S1pr1|P	39	62	37	28
3:115704481-115704914|S1pr1|P	58	56	46	38
3:115712060-115712838|S1pr1|P	31	84	30	34
3:115713375-115713798|S1pr1|P	46	40	41	34
3:115714710-115716097|S1pr1|P	77	135	127	118
3:115789215-115789622|S1pr1|P	13	24	23	18
3:115984752-115985710|Mir669n|P	78	86	92	69
3:116161901-116162875|Vcam1|P	87	63	45	22
3:116163272-116163809|Vcam1|P	58	30	23	25
3:116251415-116252950|Gpr88|P	247	351	319	292
3:116481915-116482698|Rtca|P	70	111	53	27
3:116483185-116483619|Rtca|P	20	47	26	38
3:116485066-116485528|Rtca|P	40	44	31	40
3:116486177-116486520|Rtca|P	40	34	28	31
3:116499765-116500182|Rtca|P	36	38	42	37
3:116513696-116514354|Dbt|P	42	74	55	43
3:116521319-116522034|Dbt|P	41	84	40	16
3:116541336-116542775|Lrrc39|P	80	135	125	90
3:116543205-116543712|Lrrc39|P	44	41	30	18
3:116564795-116565359|Lrrc39|P	41	52	51	13
3:116570590-116570918|Lrrc39|P	30	28	19	19
3:116614386-116615065|Trmt13|P	48	56	49	54
3:116615824-116616600|Trmt13|P	43	44	54	27
3:116641733-116642261|Mfsd14a|P	44	44	37	8
3:116649498-116650177|Mfsd14a|P	44	33	65	47
3:116657177-116658184|Mfsd14a|P	28	96	32	92
3:116659845-116660276|Mfsd14a|P	15	40	56	37
3:116662919-116663301|Mfsd14a|P	39	37	31	19
3:116709948-116710542|Slc35a3|P	61	70	38	31
3:116710886-116711319|Slc35a3|P	48	54	30	41
3:116809066-116809406|Agl|P	25	36	2	14
3:116812016-116812301|Agl|P	13	38	33	1
3:116844559-116844974|Frrs1|P	41	73	33	9
3:116865107-116865438|Frrs1|P	38	33	8	7
3:116865928-116866343|Frrs1|P	17	47	50	24
3:117279619-117280085|Plppr4|P	34	30	34	42
3:117868179-117868755|Snx7|P	45	52	69	13
3:118561991-118562714|Dpyd|P	71	75	84	69
3:119778241-119779213|Ptbp2|P	62	69	66	70
3:119779555-119780067|Ptbp2|P	31	49	23	12
3:121258976-121259522|Tlcd4|P	26	25	5	32
3:121262323-121263058|Tlcd4|P	64	113	90	57
3:121329461-121331527|Alg14|P	177	203	142	105
3:121344411-121345077|Alg14|P	49	81	59	52
3:121345364-121345714|Alg14|P	46	74	31	52
3:121358427-121358707|Alg14|P	15	36	25	27
3:121425787-121427383|Cnn3|P	182	260	164	130
3:121509229-121510074|Slc44a3|P	50	92	75	22
3:121526164-121526843|Slc44a3|P	56	64	27	10
3:121532085-121532492|Slc44a3|P	44	63	41	72
3:121570099-121572289|Slc44a3|P	194	254	159	101
3:121594886-121595901|A730020M07Rik|P	40	90	50	34
3:121600735-121601206|A730020M07Rik|P	19	51	17	22
3:121628857-121630220|A730020M07Rik|P	108	196	105	95
3:121630918-121631287|A730020M07Rik|P	29	62	42	16
3:121636558-121637211|A730020M07Rik|P	31	60	61	39
3:121637943-121638395|A730020M07Rik|P	4	43	28	11
3:121693020-121694116|4930432M17Rik|P	79	124	83	70
3:121697166-121697742|F3|P	47	50	34	42
3:121722681-121723520|F3|P	42	83	57	63
3:121723668-121724396|F3|P	26	85	95	62
3:121738844-121739248|F3|P	8	52	45	25
3:121739652-121740200|F3|P	53	68	39	48
3:121813733-121814268|Abcd3|P	48	23	23	35
3:121967641-121968089|Arhgap29|P	24	81	48	16
3:121981919-121982242|Arhgap29|P	21	50	25	31
3:122090496-122091578|Abca4|P	76	83	63	15
3:122275134-122275664|Dnttip2|P	43	48	43	53
3:122276143-122277579|Dnttip2|P	75	150	99	102
3:122290288-122290689|Mir760|P	51	36	24	16
3:122291723-122292868|Mir760|P	89	132	108	79
3:122300393-122300765|Bcar3|P	30	39	34	24
3:122300975-122302166|Bcar3|P	151	174	118	126
3:122316629-122316967|Bcar3|P	10	27	33	11
3:122340359-122340978|Bcar3|P	20	61	52	12
3:122371872-122372454|Bcar3|P	57	49	36	18
3:122375092-122375875|Bcar3|P	41	60	51	33
3:122377220-122378249|Bcar3|P	55	109	64	40
3:122378617-122379175|Bcar3|P	36	57	7	8
3:122391574-122392125|Bcar3|P	60	56	23	38
3:122393071-122394475|Bcar3|P	59	138	71	79
3:122406612-122407195|Bcar3|P	13	57	53	23
3:122418783-122419059|Bcar3|P	25	31	0	4
3:122420059-122420890|Bcar3|P	13	99	74	75
3:122462404-122462933|Bcar3|P	27	40	62	34
3:122520836-122521614|Bcar3|P	55	78	24	42
3:122522248-122522611|Bcar3|P	40	29	3	18
3:122618436-122618766|Fnbp1l|P	42	53	46	29
3:122728933-122729431|Pde5a|P	20	76	22	38
3:122729716-122730775|Pde5a|P	75	120	150	107
3:123115840-123116425|Synpo2|P	24	58	21	72
3:123116940-123117366|Synpo2|P	48	73	53	21
3:123150398-123150986|Synpo2|P	36	41	42	24
3:123235819-123236324|Synpo2|P	32	52	56	52
3:123333157-123333845|Sec24d|P	45	38	20	31
3:123348655-123349883|Sec24d|P	68	128	58	44
3:123357231-123357709|Sec24d|P	55	63	34	28
3:123446737-123447770|Prss12|P	101	269	141	137
3:126363733-126364245|Arsj|P	47	39	37	3
3:126598300-126598689|Camk2d|P	38	29	32	3
3:126609244-126610558|Camk2d|P	99	104	95	89
3:126610938-126611950|Camk2d|P	62	142	53	59
3:126613662-126614585|Camk2d|P	66	143	65	62
3:126620813-126621495|Camk2d|P	66	46	55	27
3:126621787-126622845|Camk2d|P	100	60	67	70
3:126627099-126629344|Camk2d|P	119	173	114	98
3:126630626-126631070|Camk2d|P	26	44	40	40
3:126631625-126631960|Camk2d|P	28	50	53	45
3:126639070-126639847|Camk2d|P	61	68	66	67
3:126650340-126650805|Camk2d|P	29	57	39	25
3:126655303-126655876|Camk2d|P	48	41	50	25
3:126658858-126659093|Camk2d|P	3	24	4	35
3:126659963-126660864|Camk2d|P	80	124	78	80
3:126661092-126661603|Camk2d|P	51	47	43	30
3:126663294-126664152|Camk2d|P	71	67	68	55
3:126667089-126667967|Camk2d|P	66	97	72	96
3:126668307-126669078|Camk2d|P	62	81	54	59
3:126678814-126679783|Camk2d|P	68	102	44	55
3:126695459-126695955|Camk2d|P	55	59	63	53
3:126751584-126752167|Camk2d|P	70	65	42	53
3:126769686-126770152|Camk2d|P	44	38	27	22
3:126923672-126924628|Ank2|P	72	70	52	62
3:127019097-127019796|Ank2|P	69	89	68	56
3:127035533-127036760|Ank2|P	98	164	66	102
3:127123372-127123814|Ank2|P	32	34	41	17
3:127124599-127124920|Ank2|P	48	33	32	54
3:127161899-127162745|Ank2|P	82	123	89	53
3:127225528-127226071|Ank2|P	15	63	45	38
3:127257607-127258263|Ank2|P	50	33	48	42
3:127293220-127295154|Ank2|P	161	194	173	145
3:127295494-127296445|Ank2|P	139	82	83	78
3:127296773-127297318|Ank2|P	46	55	45	41
3:127298499-127298951|Ank2|P	47	48	14	11
3:127301104-127302083|Ank2|P	9	92	22	56
3:127315796-127316817|Ank2|P	49	38	95	85
3:127320507-127320876|Ank2|P	32	41	20	2
3:127321500-127322046|Ank2|P	42	57	26	22
3:127348831-127349355|Ank2|P	58	18	50	11
3:127349521-127349921|Ank2|P	42	44	37	6
3:127354869-127355364|Ank2|P	21	58	33	9
3:127356080-127357178|Ank2|P	120	91	71	78
3:127397967-127398457|Ank2|P	22	30	42	0
3:127407906-127408431|Ank2|P	33	55	38	49
3:127409251-127409973|Ank2|P	84	100	68	58
3:127458811-127459415|Ank2|P	38	39	14	19
3:127498424-127499613|Ank2|P	84	169	75	89
3:127527517-127527976|Mir302b|P	49	45	43	25
3:127553663-127554141|Zgrf1|P	40	39	40	45
3:127625309-127625895|Neurog2|P	48	59	77	44
3:127628327-127629043|Neurog2|P	49	56	32	41
3:127631517-127631950|Neurog2|P	50	31	43	26
3:127632335-127634667|Neurog2|P	327	467	424	324
3:127639882-127640303|Neurog2|P	37	55	31	46
3:127641177-127641562|Neurog2|P	12	35	0	41
3:127786144-127786604|Tifa|P	37	59	51	44
3:127787986-127788487|Tifa|P	41	75	52	25
3:127789156-127789654|Tifa|P	33	73	56	34
3:127792313-127793215|Tifa|P	36	102	65	38
3:127796538-127797626|Tifa|P	79	109	69	43
3:127836709-127837230|Ap1ar|P	30	50	30	18
3:129199641-129200218|Pitx2|P	29	104	53	47
3:129204190-129205064|Pitx2|P	71	87	60	83
3:129213630-129214054|Pitx2|P	36	54	46	28
3:129214160-129215040|Pitx2|P	108	138	104	124
3:129215699-129216243|Pitx2|P	54	89	57	32
3:129531742-129532497|Gm35986|P	52	106	89	66
3:129579138-129579491|Elovl6|P	30	23	46	26
3:129612832-129613775|Elovl6|P	50	115	79	71
3:129634273-129634684|Egf|P	39	38	40	11
3:129829506-129830499|Gar1|P	63	118	87	45
3:129877774-129878315|Pla2g12a|P	55	60	84	33
3:129879165-129879571|Pla2g12a|P	29	53	54	20
3:129901775-129902557|Casp6|P	63	63	80	39
3:129904526-129904925|Casp6|P	55	46	21	46
3:129921668-129922071|Casp6|P	37	46	26	18
3:129946338-129946976|Mcub|P	53	51	35	0
3:129948054-129948597|Mcub|P	48	41	43	12
3:129969445-129970146|Mcub|P	75	123	121	78
3:129970459-129971101|Mcub|P	58	60	70	54
3:130026197-130026713|Sec24b|P	46	32	59	31
3:130052101-130052920|Sec24b|P	62	123	80	90
3:130053214-130054050|Sec24b|P	52	80	99	54
3:130054714-130055670|Sec24b|P	51	80	67	39
3:130057417-130059036|Sec24b|P	141	169	90	104
3:130059646-130060023|Sec24b|P	22	36	49	19
3:130180293-130180765|Col25a1|P	33	50	43	38
3:130181060-130181620|Col25a1|P	71	57	40	15
3:130234960-130235425|Col25a1|P	29	37	32	39
3:130261594-130261964|Col25a1|P	32	17	24	24
3:130322556-130323258|Col25a1|P	65	56	43	47
3:130326256-130327070|Col25a1|P	49	117	82	22
3:130339352-130339737|Col25a1|P	27	40	13	3
3:130360638-130361254|Col25a1|P	60	32	37	36
3:130407066-130407472|Etnppl|P	16	12	24	31
3:130707786-130708271|Ostc|P	21	54	34	47
3:130728298-130729738|Rpl34|P	114	109	85	84
3:130873432-130873813|Rpl34|P	27	82	42	27
3:130878993-130879423|Rpl34|P	27	38	43	7
3:130899187-130900160|Rpl34|P	84	81	34	59
3:130945844-130946374|Lef1|P	39	48	48	49
3:131019356-131019989|Lef1|P	77	68	61	46
3:131106028-131106995|Lef1|P	44	141	106	91
3:131109757-131110631|Lef1|P	105	141	121	87
3:131110988-131112679|Lef1|P	206	315	189	197
3:131139694-131140300|Lef1|P	35	70	35	22
3:131271197-131271972|Hadh|P	27	80	51	53
3:131302543-131302992|Cyp2u1|P	32	75	47	46
3:131334462-131335022|Sgms2|P	41	73	40	34
3:131489828-131490929|Sgms2|P	65	187	98	101
3:131565721-131566020|Papss1|P	30	37	34	28
3:131570439-131570954|Papss1|P	16	38	62	13
3:131598547-131598919|Papss1|P	49	50	42	48
3:131600653-131601371|Papss1|P	63	99	80	26
3:131612283-131612837|Papss1|P	19	39	66	38
3:131618709-131619488|Papss1|P	75	51	30	54
3:131636025-131636569|Papss1|P	53	63	22	29
3:131637053-131637363|Papss1|P	36	62	40	14
